source,title,authors,year,citations,abstract,catalysts,yield,cycles,recovery,score
arXiv,Deuteration of ammonia with D atoms on oxidized partly ASW covered graphite surface,"Henda Chaabouni, Marco Minissale, Saoud Baouche, François Dulieu",2017,0,"The deuteration of ammonia by D atoms has been investigated experimentally in the sub-monolayer regime on realistic analogues of interstellar dust grain surfaces. About 0.8 monolayer of solid NH3 was deposited on top of an oxidized graphite surface held at 10 K, partly covered with ASW ice. Ammonia ice is subsequently exposed to D atoms for different exposure times using a differentially pumped beam-line. The deuteration experiments of ammonia were carried out by mass spectroscopy and temperature programmed desorption (TPD) technique. The experimental results showed the formation of three isotopologue ammonia species by direct exothermic H-D substitution surface reactions: NH3+D->NH2D+H, NH2D+D->NHD2+H, and NHD2+D->ND3+H. The formation of the deuterated isotopologues NH2D, NHD2, and ND3 at low surface temperature (10 K) is likely to occur through quantum tunneling process on the oxidized graphite surface. A kinetic model taking into account the diffusion of D atoms on the surface is developed to estimate the width and the hight of the activation energy barriers for the successive deuteration reactions of ammonia species by D atoms. Identical control experiments were performed using CH3OH and D atoms. The deuteration process of solid methanol is ruled by H abstraction and D addition mechanism, and is almost five orders of magnitude faster than ammonia deuteration process.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'pd', 'cu', 'ir']",,,,
CORE,Pathways to Meteoritic Glycine and Methylamine,"Aponte, Jose C.; Charnley, Steven B.; Dworkin, Jason P.; Elsila, Jamie E.; Glavin, Daniel P.; Milam, Stefanie N.",,0,,[],,,,
CORE,Physiological function and catalytic versatility of bacterial multihaem cytochromescinvolved in nitrogen and sulfur cycling,Arslan; Atkinson; Bayachou; Bianca Hermann; Campbell; Clarke; Costa; de Almeida; Eaves; Einsle; Einsle; Frawley; Hartshorne; Hartshorne; Henson; Hoffmann; Igarashi; Julea N. Butt; Jörg Simon; Kemp; Kern; Kern; Kern; Kern; Kern; Klotz; Kostera; Kostera; Kranz; Londer; Lukat; Marritt; Melanie Kern; Mills; Mowat; Mowat; Oliver Einsle; Pereira; Pisa; Pittman; Poock; Rudolf; Schalk; Sharma; Shimamura; Shimamura; Shirodkar; Simon; Simon; Simon; Sorokin; Stach; Strous; Tikhonova; van Wonderen,2011,0,,['ni'],,,,
CORE,Radical Chemistry in a Femtosecond Laser Plasma: Photochemical Reduction of Ag+ in Liquid Ammonia Solution,"Ahsan, Syeda; Frias Batista, Laysa M; John, Mallory G; Meader, Victoria K; Tibbetts, Katharine M",2018,0,,"['fe', 'mo', 'co', 'ni']",,,,
CORE,"One-pot oximation–Beckmann rearrangement of ketones and aldehydes to amides of industrial interest: Acetanilide, caprolactam and acetaminophen","Arico', Fabio; Quartarone, Giuseppe; Rancan, Elia; Ronchin, Lucio; Tundo, Pietro; Vavasori, Andrea",1924,0,,['ni'],,,,
CORE,Efficient and high-​yielding protocol for the synthesis of nitriles from aldehydes,"Madhusudana Reddy, M.B.; Pasha, M.A.",2010,0,,"['co', 'ni']",,,,
CORE,Transfer of electrophilic NH using convenient sources of ammonia: direct synthesis of N–H sulfoximines from sulfoxides,Bentley; Bizet; Bizet; Buglioni; Carroccia; Cheng; Collins; Collins; Collins; Dauban; Degennaro; Dohi; Dong; Fiori; Goldberg; Gutmann; Iacobucci; Ivanov; Jat; Johnson; Langner; Lücking; Lücking; Mancheño; Mendiola; Miao; Miyasaka; Ochiai; Okamura; Rit; Roizen; Romero; Shen; Silva; Souto; Starkov; Tamura; Teng; Wang; Weber; Williamson; Zenzola; Zhu; Zou,2016,0,,"['fe', 'mo', 'co', 'ni', 'ir']",,,,
CORE,Hydroxylamine-O-sulfonic acid - a versatile synthetic reagent,"Wallace, RG",1980,0,,['ni'],,,,
CORE,Catalytic Reduction of Bisulfite by Myoglobin/Surfactant Films,"Abdellatty, Radalla; Rahman, Md. Hafizur; Ryan, Michael D.",2017,0,,[],,,,
CORE,Dirhodium-catalyzed C-H arene amination using hydroxylamines,"Adebesin, Adeniyi Michael; Burt, Scott R.; Ess, Daniel H.; Falck, John R.; Kürti, László; Ma, Zhiwei; Paudyal, Mahesh P.",2016,0,,"['ir', 'rh']",,,,
CORE,Highlights from recent literature,,,0,,[],,,,
CORE,Ruthenium-catalyzed amide-bond formation,A Cavarzan; A Nova; A Prades; AC Marr; AJA Watson; AJM Dijk van; AJM Dijk van; AK Ghose; B Gnanaprakasam; B Gnanaprakasam; B Gnanaprakasam; B Gnanaprakasam; B Kang; B Li; C Chen; C Chen; C Gunanathan; C Gunanathan; C Gunanathan; C Gunanathan; C Singh; CAGN Montalbetti; CJ Cobley; CL Allen; CL Allen; CL Allen; CS Yi; CW Leung; CW Leung; D Cho; D Gnanamgari; D Kumar; D Milstein; D Pingen; D Srimani; DJC Constable; E Valeur; F Li; G Zeng; GE Dobereiner; GKS Prakash; H Li; H Yamada; H Zeng; HB Ammar; IS Makarov; J He; J Malineni; J Tao; J Zabicky; J Zhang; JF Hull; JH Dam; JS Carey; JW Bode; JW Kim; JWW Chang; K Muralirajan; K Murugan; K Yamaguchi; K-I Fujita; KI Shimizu; L Field; LU Nordstrøm; M Martín; M Muranaka; M Tamura; MHG Prechtl; MN Kopylovich; MT Schümperli; N Ortega; N Raja; N Schley; NA Owston; P Kumar; R García-Álvarez; R García-Álvarez; R García-Álvarez; R García-Álvarez; R García-Álvarez; R García-Álvarez; R García-Álvarez; R Manikandan; RBN Baig; RBN Baig; RN Prabhu; RS Varma; RW Dugger; S Davulcu; S Kamezaki; S Kumar; S Muthaiah; S Roy; S Sanchez; SC Ghosh; SE García-Garrido; SI Murahashi; SI Murahashi; SI Murahashi; SI Murahashi; SI Murahashi; SM Ashraf; SM Ashraf; SMM Knapp; SMM Knapp; SMM Knapp; SSE Ghodsinia; T Li; T Oishi; T Okano; T Oshiki; T Oshiki; T Zweifel; T Šmejkal; TJ Ahmed; V Cadierno; V Cadierno; V Polshettiwar; VR Pattabiraman; VY Kukushkin; VY Kukushkin; W Tang; WC Lee; WC Lee; WK Fung; X Li; Y Wang; Y Zhang; Z Fu; Í Ferrer,2014,0,,"['ru', 'ni']",,,,
CORE,A Biomimetic Total Synthesis of Clivonine,"Paddock, Victoria L.; Paddock, Victoria L.",2011,0,,['ni'],,,,
CORE,Methods for Transition Metal Catalyzed C-N Bond Formation and Organocatalytic Allylation of Aldehydes,"Nordstrøm, Lars Ulrik Rubæk",2008,0,,[],,,,
CORE,Tetrapodal amidoxime ligands I. Coordination isomerism due to self-complementary dimerization of a pyramidal cobalt(III) coordination module,"Boyd, John P.; Grohmann, Andreas; Irran, Elisabeth",2012,0,,"['mo', 'co']",,,,
CORE,ZZE-Configuration of chromophore ß-153 in C-phycocyanin from Mastigocladus laminosus,"Bode, W.; Fischer, R.; Huber, R.; Rüdiger, W.; Scheer, Hugo; Schirmer, T.; Schmidt, G.; Siebzehnrübl, S.",1987,0,,"['mo', 'co', 'ni']",,,,
CORE,"Probing the Human Estrogen Receptor-α Binding Requirements for Phenolic Mono- and Di-Hydroxyl Compounds: A Combined Synthesis, Binding and Docking Study","Donaldson, William A.; Gone, Jayapal Reddy; He, Zhengjie; Herrild, Christian; Lukesh, Julie; McCullough, Christopher; Neumann, Terrence S.; Pandey, Rajesh K.; Sem, Daniel S.",2014,0,,"['mo', 'co', 'pt', 'ir']",,,,
arXiv,Catalyst preparation for CMOS-compatible silicon nanowire synthesis,"Vincent T. Renard, M. Jublot, P. Gergaud, P. Cherns, D. Rouchon, A. Chabli, V. Jousseaume",2010,0,"Metallic contamination was key to the discovery of semiconductor nanowires, but today it stands in the way of their adoption by the semiconductor industry. This is because many of the metallic catalysts required for nanowire growth are not compatible with standard CMOS (complementary metal oxide semiconductor) fabrication processes. Nanowire synthesis with those metals which are CMOS compatible, such as aluminium and copper, necessitate temperatures higher than 450 C, which is the maximum temperature allowed in CMOS processing. Here, we demonstrate that the synthesis temperature of silicon nanowires using copper based catalysts is limited by catalyst preparation. We show that the appropriate catalyst can be produced by chemical means at temperatures as low as 400 C. This is achieved by oxidizing the catalyst precursor, contradicting the accepted wisdom that oxygen prevents metal-catalyzed nanowire growth. By simultaneously solving material compatibility and temperature issues, this catalyst synthesis could represent an important step towards real-world applications of semiconductor nanowires.","['mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Ultrafast synthesis of SiC nanowire webs by floating catalysts rationalised through in-situ measurements and thermodynamic calculations,"Isabel Gómez-Palos, Miguel Vazquez-Pufleau, Jorge Valilla, Álvaro Ridruejo, Damien Tourret, Juan J. Vilatela",2022,0,"This work presents the synthesis of SiC nanowires floating in a gas stream through the vapour-liquid-solid (VLS) mechanism using an aerosol of catalyst nanoparticles. These conditions lead to ultrafast growth at 8.5 μm/s (maximum of 50 μm/s), which is up to 3 orders of magnitude above conventional substrate-based chemical vapour deposition. The high aspect ratio of the nanowires (up to 2200) favours their entanglement and the formation of freestanding network materials consisting entirely of SiCNWs. The floating catalyst chemical vapour deposition growth process is rationalised through in-situ sampling of reaction products and catalyst aerosol from the gas phase, and thermodynamic calculations of the bulk ternary Si-C-Fe phase diagram. The phase diagram suggests a description of the mechanistic path for the selective growth of SiCNWs, consistent with the observation that no other types of nanowires (Si or C) are grown by the catalyst. SiCNW growth occurs at 1130 °C, close to the calculated eutectic. According to the calculated phase diagram, upon addition of Si and C, the Fe-rich liquid segregates a carbon shell, and later enrichment of the liquid in Si leads to the formation of SiC. The exceptionally fast growth rate relative to substrate-based processes is attributed to the increased availability of precursors for incorporation into the catalyst due to the high collision rate inherent to this new synthesis mode.","['fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,A Search for Hydroxylamine (NH2OH) toward Select Astronomical Sources,"Robin L. Pulliam, Brett A. McGuire, Anthony J. Remijan",2012,0,"Observations of 14 rotational transitions of hydroxylamine (NH2OH) using the NRAO 12 m Telescope on Kitt Peak are reported towards IRC+10216, Orion KL, Orion S, Sgr B2(N), Sgr B2(OH), W3IRS5, and W51M. Although recent models suggest the presence of NH2OH in high abundance, these observations resulted in non-detection. Upper limits are calculated to be as much as six orders of magnitude lower than predicted by models. Possible explanations for the lower than expected abundance are explored.","['mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Distributed Priority Synthesis and its Applications,"Chih-Hong Cheng, Saddek Bensalem, Rongjie Yan, Harald Ruess, Christian Buckl, Alois Knoll",2011,0,"Given a set of interacting components with non-deterministic variable update and given safety requirements, the goal of priority synthesis is to restrict, by means of priorities, the set of possible interactions in such a way as to guarantee the given safety conditions for all possible runs. In distributed priority synthesis we are interested in obtaining local sets of priorities, which are deployed in terms of local component controllers sharing intended next moves between components in local neighborhoods only. These possible communication paths between local controllers are specified by means of a communication architecture. We formally define the problem of distributed priority synthesis in terms of a multi-player safety game between players for (angelically) selecting the next transition of the components and an environment for (demonically) updating uncontrollable variables; this problem is NP-complete. We propose several optimizations including a solution-space exploration based on a diagnosis method using a nested extension of the usual attractor computation in games together with a reduction to corresponding SAT problems. When diagnosis fails, the method proposes potential candidates to guide the exploration. These optimized algorithms for solving distributed priority synthesis problems have been integrated into our VissBIP framework. An experimental validation of this implementation is performed using a range of case studies including scheduling in multicore processors and modular robotics.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'pd', 'ir', 'rh']",,,,
arXiv,AnomalyPainter: Vision-Language-Diffusion Synergy for Zero-Shot Realistic and Diverse Industrial Anomaly Synthesis,"Zhangyu Lai, Yilin Lu, Xinyang Li, Jianghang Lin, Yansong Qu, Liujuan Cao, Ming Li, Rongrong Ji",2025,0,"While existing anomaly synthesis methods have made remarkable progress, achieving both realism and diversity in synthesis remains a major obstacle. To address this, we propose AnomalyPainter, a zero-shot framework that breaks the diversity-realism trade-off dilemma through synergizing Vision Language Large Model (VLLM), Latent Diffusion Model (LDM), and our newly introduced texture library Tex-9K. Tex-9K is a professional texture library containing 75 categories and 8,792 texture assets crafted for diverse anomaly synthesis. Leveraging VLLM's general knowledge, reasonable anomaly text descriptions are generated for each industrial object and matched with relevant diverse textures from Tex-9K. These textures then guide the LDM via ControlNet to paint on normal images. Furthermore, we introduce Texture-Aware Latent Init to stabilize the natural-image-trained ControlNet for industrial images. Extensive experiments show that AnomalyPainter outperforms existing methods in realism, diversity, and generalization, achieving superior downstream performance.","['fe', 'mo', 'co', 'ni', 'pt']",,,,
arXiv,Speech Synthesis from Text and Ultrasound Tongue Image-based Articulatory Input,"Tamás Gábor Csapó, László Tóth, Gábor Gosztolya, Alexandra Markó",2021,0,"Articulatory information has been shown to be effective in improving the performance of HMM-based and DNN-based text-to-speech synthesis. Speech synthesis research focuses traditionally on text-to-speech conversion, when the input is text or an estimated linguistic representation, and the target is synthesized speech. However, a research field that has risen in the last decade is articulation-to-speech synthesis (with a target application of a Silent Speech Interface, SSI), when the goal is to synthesize speech from some representation of the movement of the articulatory organs. In this paper, we extend traditional (vocoder-based) DNN-TTS with articulatory input, estimated from ultrasound tongue images. We compare text-only, ultrasound-only, and combined inputs. Using data from eight speakers, we show that that the combined text and articulatory input can have advantages in limited-data scenarios, namely, it may increase the naturalness of synthesized speech compared to single text input. Besides, we analyze the ultrasound tongue recordings of several speakers, and show that misalignments in the ultrasound transducer positioning can have a negative effect on the final synthesis performance.","['fe', 'mo', 'co', 'ni', 'cu']",,,,
arXiv,Deep MR to CT Synthesis using Unpaired Data,"Jelmer M. Wolterink, Anna M. Dinkla, Mark H. F. Savenije, Peter R. Seevinck, Cornelis A. T. van den Berg, Ivana Isgum",2017,0,"MR-only radiotherapy treatment planning requires accurate MR-to-CT synthesis. Current deep learning methods for MR-to-CT synthesis depend on pairwise aligned MR and CT training images of the same patient. However, misalignment between paired images could lead to errors in synthesized CT images. To overcome this, we propose to train a generative adversarial network (GAN) with unpaired MR and CT images. A GAN consisting of two synthesis convolutional neural networks (CNNs) and two discriminator CNNs was trained with cycle consistency to transform 2D brain MR image slices into 2D brain CT image slices and vice versa. Brain MR and CT images of 24 patients were analyzed. A quantitative evaluation showed that the model was able to synthesize CT images that closely approximate reference CT images, and was able to outperform a GAN model trained with paired MR and CT images.","['fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Phase-Only Planar Antenna Array Synthesis with Fuzzy Genetic Algorithms,"Boufeldja Kadri, Miloud Boussahla, Fethi Tarik Bendimerad",2010,0,"This paper describes a new method for the synthesis of planar antenna arrays using fuzzy genetic algorithms (FGAs) by optimizing phase excitation coefficients to best meet a desired radiation pattern. We present the application of a rigorous optimization technique based on fuzzy genetic algorithms (FGAs), the optimizing algorithm is obtained by adjusting control parameters of a standard version of genetic algorithm (SGAs) using a fuzzy controller (FLC) depending on the best individual fitness and the population diversity measurements (PDM). The presented optimization algorithms were previously checked on specific mathematical test function and show their superior capabilities with respect to the standard version (SGAs). A planar array with rectangular cells using a probe feed is considered. Included example using FGA demonstrates the good agreement between the desired and calculated radiation patterns than those obtained by a SGA.","['fe', 'mo', 'co', 'ni', 'pt', 'pd', 'cu', 'ir']",,,,
arXiv,How do Voices from Past Speech Synthesis Challenges Compare Today?,"Erica Cooper, Junichi Yamagishi",2021,0,"Shared challenges provide a venue for comparing systems trained on common data using a standardized evaluation, and they also provide an invaluable resource for researchers when the data and evaluation results are publicly released. The Blizzard Challenge and Voice Conversion Challenge are two such challenges for text-to-speech synthesis and for speaker conversion, respectively, and their publicly-available system samples and listening test results comprise a historical record of state-of-the-art synthesis methods over the years. In this paper, we revisit these past challenges and conduct a large-scale listening test with samples from many challenges combined. Our aims are to analyze and compare opinions of a large number of systems together, to determine whether and how opinions change over time, and to collect a large-scale dataset of a diverse variety of synthetic samples and their ratings for further research. We found strong correlations challenge by challenge at the system level between the original results and our new listening test. We also observed the importance of the choice of speaker on synthesis quality.","['mo', 'co', 'ni', 'ir']",,,,
arXiv,Integrating Feedback Loss from Bi-modal Sarcasm Detector for Sarcastic Speech Synthesis,"Zhu Li, Yuqing Zhang, Xiyuan Gao, Devraj Raghuvanshi, Nagendra Kumar, Shekhar Nayak, Matt Coler",2025,0,"Sarcastic speech synthesis, which involves generating speech that effectively conveys sarcasm, is essential for enhancing natural interactions in applications such as entertainment and human-computer interaction. However, synthesizing sarcastic speech remains a challenge due to the nuanced prosody that characterizes sarcasm, as well as the limited availability of annotated sarcastic speech data. To address these challenges, this study introduces a novel approach that integrates feedback loss from a bi-modal sarcasm detection model into the TTS training process, enhancing the model's ability to capture and convey sarcasm. In addition, by leveraging transfer learning, a speech synthesis model pre-trained on read speech undergoes a two-stage fine-tuning process. First, it is fine-tuned on a diverse dataset encompassing various speech styles, including sarcastic speech. In the second stage, the model is further refined using a dataset focused specifically on sarcastic speech, enhancing its ability to generate sarcasm-aware speech. Objective and subjective evaluations demonstrate that our proposed methods improve the quality, naturalness, and sarcasm-awareness of synthesized speech.","['fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Tuning bimetallic catalysts for a selective growth of SWCNTs,"Salomé Forel, Alice Castan, Hakim Amara, Ileana Florea, Frédéric Fossard, Laure Catala, Christophe Bichara, Talal Mallah, Vincent Huc, Annick Loiseau, Costel-Sorin Cojocaru",2018,0,"Recent advances in structural control during the synthesis of SWCNTs have in common the use of bimetallic nanoparticles as catalysts, despite the fact that their exact role is not fully understood. We therefore analyze the effect of the catalyst' s chemical composition on the structure of the resulting SWCNTs by comparing three bimetallic catalysts (FeRu, CoRu and NiRu). A specific synthesis protocol is designed to impede the catalyst nanoparticle coalescence mechanisms and stabilize their diameter distributions throughout the growth. Owing to the ruthenium component which has a limited carbon solubility, tubes grow in tangential mode and their diameter is close to that of their seeding nanoparticle. By using as-synthesized SWCNTs as a channel material in field effect transistors, we show how the chemical composition of the catalysts and temperature can be used as parameters to tune the diameter distribution and semiconducting-to-metallic ratio of SWCNT samples. Finally, a phenomenological model, based on the dependence of the carbon solubility as a function of catalyst nanoparticle size and nature of the alloying elements, is proposed to interpret the results.","['ru', 'fe', 'mo', 'co', 'ni', 'ir']",,,,
CORE,Selective conversion of nitroarenes using a carbon nanotube-ruthenium nanohybrid,"Boudet, Caroline; Doris, Eric; Geertsen, Valérie; Gravel, Edmond; Jawale, Dhanaji V.; Li, Haiyan; Namboothiri, Irishi N. N.; Shah, Nimesh",2015,0,,"['ru', 'co', 'ni']",,,,
CORE,Expedient organocatalytic syntheses of 4-substituted pyrazolidines and isoxazolidines,"Elliott, Alysha; Hanane, Messiad; Merdes, Rashid; Moyano i Baldoire, Albert; Yousfi, Tarek",2017,0,,[],,,,
CORE,EPR Study of Spin Labeled Brush Polymers in Organic Solvents,"Burts, Alan O.; Grubbs, Robert H.; Johnson, Jeremiah A.; Li, Yongjun; Ottaviani, M. Francesca; Tirrell, David A.; Turro, Nicholas J.; Xia, Yan",2011,0,,"['ru', 'ni']",,,,
CORE,A direct approach to amines with remote stereocentres by enantioselective CuH-catalysed reductive relay hydroamination,"Buchwald, Stephen Leffler; Niljianskul, Nootaree; Zhu, Shaolin",2015,0,,"['mo', 'cu', 'ir']",,,,
CORE,Modification of chiral dimethyl tartrate through transesterification : immobilisation on POSS and enantioselectivity reversion in Sharpless asymmetric epoxidation,"García, Rafael A.; Gibson, Colin L.; Iglesias, José; Sherrington, David C.; Van Grieken, Rafael",2010,0,,"['mo', 'ir']",,,,
CORE,Physico-chemical characterization of mixed-ligand complexes of Mn(III) based on the acetylacetonate and maleic acid and its hydroxylamine derivative,Cakić Suzana M.; Konstantinović Sandra S.; Nikolić Goran S.; Stamenković Jakov V.,2005,0,,['co'],,,,
CORE,Copper-catalysed enantioselective stereodivergent synthesis of amino alcohols,B Simmons; B Wang; BH Lipshutz; C Deutsch; CS Schindler; D Niu; EC Lee; EL McInturff; G Lu; J Hannedouche; J-X Chen; JD Huber; JS Bandar; M Luparia; M Mechler; R Moser; S Krautwald; S Zhu; S Zhu; S-L Shi; Shi-Liang Shi; Stephen L. Buchwald; TJ Barker; X Tian; X-X Yan; Y Huang; Y Miki; Y Yang; Zackary L. Wong,2015,0,,['co'],,,,
CORE,Effect of building block transformation in covalent triazine‐based frameworks for enhanced CO2 uptake and metal‐free heterogeneous catalysis,"Jena, Himanshu; Krishnaraj, Chidharth; Leus, Karen; Schmidt, Johannes; Van Der Voort, Pascal; Van Hecke, Kristof",2020,0,,"['fe', 'co', 'pt']",,,,
CORE,A two-step approach to achieve secondary amide transamidation enabled by nickel catalysis.,"Anthony, Sarah M; Baker, Emma L; Garg, Neil K; Yamano, Michael M; Zhou, Yujing",2016,0,,"['co', 'ni']",,,,
CORE,Highly efficient aqueous phase reduction of nitroarenes catalyzed by phosphine-decorated polymer immobilized ionic liquid stabilized PdNPs,"Backhouse, T.; Bourne, R. A.; Bradford, A.; Chamberlain, T. W.; Clayton, A.; Doherty, S.; Knight, J. G.; Lovelock, Kevin; Saunders, F.; Stones, R.",2018,0,,"['mo', 'co', 'ni', 'pd']",,,,
CORE,Synthesis and transformation of halochromones,"Santos, Clementina M.M.; Silva, Artur; Tomé, Sara M.",2014,0,,['mo'],,,,
